# Trefferchance  Gewinnchance  Trefferdifferenz
0	0	-5
0.01	0	-4.94947
0.02	4.2e-07	-4.89801
0.03	2.77e-06	-4.84536
0.04	1.121e-05	-4.79163
0.05	3.295e-05	-4.73677
0.06	7.969e-05	-4.68077
0.07	0.00016648	-4.62331
0.08	0.00031424	-4.56472
0.09	0.00054563	-4.50465
0.1	0.00088848	-4.44319
0.11	0.0013824	-4.37977
0.12	0.00206008	-4.31505
0.13	0.00296838	-4.24834
0.14	0.00415961	-4.17969
0.15	0.00563741	-4.10928
0.16	0.0074872	-4.03654
0.17	0.00977204	-3.9615
0.18	0.0124969	-3.88451
0.19	0.0157555	-3.8047
0.2	0.0195648	-3.72261
0.21	0.0240177	-3.63787
0.22	0.0291515	-3.55
0.23	0.0349828	-3.45925
0.24	0.0415568	-3.36638
0.25	0.0489102	-3.27033
0.26	0.0571299	-3.17087
0.27	0.0662266	-3.06846
0.28	0.076143	-2.96336
0.29	0.0870127	-2.85496
0.3	0.0988057	-2.74346
0.31	0.111509	-2.62885
0.32	0.125136	-2.51135
0.33	0.139716	-2.39078
0.34	0.155147	-2.2676
0.35	0.171725	-2.1409
0.36	0.188976	-2.01191
0.37	0.207098	-1.88051
0.38	0.226068	-1.74637
0.39	0.245829	-1.61008
0.4	0.266421	-1.47082
0.41	0.28757	-1.33033
0.42	0.309562	-1.18694
0.43	0.331948	-1.04295
0.44	0.354846	-0.897172
0.45	0.378422	-0.749063
0.46	0.4022	-0.601235
0.47	0.42635	-0.451794
0.48	0.450781	-0.301546
0.49	0.475418	-0.150581
0.5	0.500014	8.554e-05
0.51	0.524652	0.150994
0.52	0.549131	0.301218
0.53	0.573572	0.451302
0.54	0.597755	0.600806
0.55	0.62162	0.749385
0.56	0.644971	0.896309
0.57	0.668003	1.04254
0.58	0.6905	1.18721
0.59	0.712471	1.33041
0.6	0.733552	1.4707
0.61	0.754116	1.6095
0.62	0.773894	1.74611
0.63	0.792902	1.88042
0.64	0.811082	2.01202
0.65	0.828403	2.14124
0.66	0.844751	2.26725
0.67	0.860311	2.39107
0.68	0.874846	2.51107
0.69	0.888478	2.62885
0.7	0.901157	2.7431
0.71	0.912917	2.85463
0.72	0.923852	2.96338
0.73	0.933804	3.06856
0.74	0.942881	3.17084
0.75	0.951071	3.27024
0.76	0.95847	3.36637
0.77	0.965033	3.45955
0.78	0.970884	3.55051
0.79	0.975986	3.63795
0.8	0.980434	3.7226
0.81	0.984222	3.80479
0.82	0.987475	3.88434
0.83	0.99024	3.96195
0.84	0.992509	4.03651
0.85	0.994364	4.10923
0.86	0.995867	4.17963
0.87	0.997037	4.24857
0.88	0.997945	4.31522
0.89	0.998617	4.37989
0.9	0.999107	4.44308
0.91	0.999457	4.50464
0.92	0.999686	4.56472
0.93	0.999834	4.6234
0.94	0.999921	4.68076
0.95	0.999967	4.73679
0.96	0.999989	4.79165
0.97	0.999997	4.84534
0.98	0.999999	4.89797
0.99	1	4.9495
