# Trefferchance  Gewinnchance  Trefferdifferenz
0	0	-10
0.01	0	-9.89896
0.02	0	-9.79577
0.03	0	-9.69076
0.04	0	-9.58341
0.05	0	-9.47366
0.06	2.08333e-08	-9.36177
0.07	1.875e-07	-9.24747
0.08	5e-07	-9.13029
0.09	1.875e-06	-9.01117
0.1	3.85417e-06	-8.8888
0.11	9.70833e-06	-8.76383
0.12	2.0625e-05	-8.63647
0.13	4.26042e-05	-8.50579
0.14	8.02083e-05	-8.37205
0.15	0.000142333	-8.23531
0.16	0.000249042	-8.0946
0.17	0.000414021	-7.95136
0.18	0.000663708	-7.80453
0.19	0.00103765	-7.65258
0.2	0.00158169	-7.49725
0.21	0.00232229	-7.33857
0.22	0.00337192	-7.17436
0.23	0.00474231	-7.0059
0.24	0.00656663	-6.83194
0.25	0.00890417	-6.65278
0.26	0.0119262	-6.46842
0.27	0.015617	-6.27845
0.28	0.0202566	-6.0815
0.29	0.0258507	-5.87847
0.3	0.0325825	-5.66847
0.31	0.0405326	-5.45164
0.32	0.0499217	-5.22826
0.33	0.0607785	-4.99654
0.34	0.0733996	-4.75549
0.35	0.0875005	-4.50891
0.36	0.10346	-4.25399
0.37	0.121185	-3.99179
0.38	0.140971	-3.71939
0.39	0.162537	-3.44169
0.4	0.185953	-3.15633
0.41	0.211351	-2.86213
0.42	0.238406	-2.56308
0.43	0.267203	-2.25646
0.44	0.297373	-1.94567
0.45	0.328974	-1.62874
0.46	0.361752	-1.30805
0.47	0.395279	-0.985442
0.48	0.429798	-0.658594
0.49	0.46483	-0.329326
0.5	0.500033	4.16667e-06
0.51	0.535422	0.330667
0.52	0.570093	0.65729
0.53	0.604677	0.984789
0.54	0.638342	1.30835
0.55	0.67105	1.62887
0.56	0.702703	1.94626
0.57	0.732966	2.2575
0.58	0.761695	2.56366
0.59	0.788717	2.86314
0.6	0.813921	3.15541
0.61	0.837465	3.44178
0.62	0.859076	3.71987
0.63	0.878597	3.9899
0.64	0.896607	4.2543
0.65	0.91255	4.50938
0.66	0.926681	4.75639
0.67	0.939173	4.99539
0.68	0.950082	5.22772
0.69	0.959439	5.45178
0.7	0.967408	5.6686
0.71	0.974165	5.87849
0.72	0.979743	6.08143
0.73	0.984377	6.278
0.74	0.988101	6.4686
0.75	0.991083	6.6529
0.76	0.993443	6.83212
0.77	0.995265	7.00576
0.78	0.996639	7.17479
0.79	0.997674	7.33753
0.8	0.998418	7.49733
0.81	0.998956	7.65243
0.82	0.999333	7.80369
0.83	0.999583	7.95145
0.84	0.999751	8.09473
0.85	0.999854	8.23504
0.86	0.999922	8.37209
0.87	0.999958	8.50554
0.88	0.999979	8.63631
0.89	0.99999	8.76392
0.9	0.999996	8.88886
0.91	0.999999	9.01123
0.92	0.999999	9.1305
0.93	1	9.24709
0.94	1	9.36156
0.95	1	9.47362
0.96	1	9.58327
0.97	1	9.69069
0.98	1	9.79584
0.99	1	9.89899
